,Unnamed: 0,Brand,Name,ID,sku,comments
175,175,clinique,pop reds,pimprod2026793,2567335,"  Must buy! I love clinique pop red! I use it almost daily!!  This product came up when I filtered my search results for a lip color product with a glossy finish.  I'm not sure if this is an Ulta issue or a Clinique issue, but it is definitely NOT glossy.  I bought the shade ""Roses Are Red"" and it's the perfect shade for me. It has a teensy bit of a pink in it and I think that's what I was missing in other reds I've tried. Most were too orange, too bright, too blood red looking. I LOVE this shade and now I want to wear it every day. 
I prep my lips with MAC Prep & Prime then line them with my Clinique red lip liner, and then apply the lipstick. Wait a few minutes and add another layer of lipstick, and it literally lasts until you take it off. I wore it to a party the other night and it lasted through dinner & drinks and still looked amazing. This is the perfect formula of matte color without being drying. Thanks Clinique.  I will definitely buy this product again.  I will recommend it to a friend.  I used to use it in the past and now I have come full circle back to it.  I have medium skin and it works. I love the color.  I have medium fair neutral skin, and dark brown hair eyes. I also have asthma and allergies, so I'll touch base on how it smells in addition to how it looks. 

I was looking for a true vintage red and used the ""try me"" feature to pick out Red Handed. It just arrived, and the color is exactly what I was looking for. It's true to what the Try Me feature showed.

This lipstick is very rich and pigmented, so it goes on solid red instead of being faded looking and needing to be built up (looking at you, drugstore lipstick). It feels creamy and moisturizing, not like my lips are going to start peeling any second.

Now for the scent. It doesn't smell like a crayon, and in fact as far as I can tell, it is completely, 100 percent, unscented. Zero smell, none at all that I can pick up on, and I have a nose like a shark. There's no mystery wheezing either, so no fumes irritating my lungs. I officially love Clinique. 17/10 would buy again.  I'm a faithful Clinique lipstick fan for many years.  This time, before application, I needed to use Chapstick, then lipstick, followed by a lip gloss.  Won't return because of beautiful shade of red.  Wasn't the right color for me. Was expecting more chocolate in the color."
176,176,ere perez,carrot colour pot,pimprod2029284,2588778,"  Ok..first let me say that the shades are beautifully and i have them all but hey is not pinky fushia, it's a purple, a cool toned blue undertoned purple so buyer beware.  other than that they are Beautiful and creamy but will not disrupt your foundation.   they have a dewy finish and are a tad sticky but nothing too bad.  extremely easy to blend 👌  Ok..first let me say that the shades are beautifully and i have them all but hey is not pinky fushia, it's a purple, a cool toned blue undertoned purple so buyer beware.  other than that they are Beautiful and creamy but will not disrupt your foundation.   they have a dewy finish and are a tad sticky but nothing too bad.  extremely easy to blend 👌  Beautiful bright firey orange red. Gives a perfect sunkissed look and applies with a natural finish. Highly recommend!  Warning: Contains RED LAKE DYE. Sneaky, wasn't listed in the ingredients section at the time it was ordered.  I use this on my cheeks and lips. It blends well and lasts a long time. I'm in my mid 50s, and my skin has lost a lot of its vibrance, but this product adds it back without looking like ""makeup."" It's the perfect touch of color - Like you just got in from a brisk walk. (For reference, i have light neutral / 2N skin with freckles.)  I'm not the person who uses make up every day, so I don't buy a lot of it.
This pot is the most versatile one, I use it as blush, eye shadow and lipstick. The texture is nice, gives you the right glow without overdoing it. 
I have the foundation, concealer and lipstick from this brand and when use them, people tell me my skin looks so healthy and with a natural glow.  My skin reacted so poorly to this. It took a couple days of using before I realized that the sudden onset of acne was due to this product. As soon as I stopped using, my face finally started clearing up. Unfortunate"
177,177,nudestix,magnetic matte lip color,xlsimpprod15581023,2508143,
178,178,lime crime,plushies liquid lipstick,xlsimpprod17571087,2526434,
179,179,juvia's place,the reds cherry velvety matte lipstick,pimprod2023814,2580550,"  Love the color! I have a wedding to go to coming up and I don't have to reapply!! Long lasting and doesn't dry my lips out!!  I picked up the ""Perfect Red"" because it looked perfect in photo. Exact color I wanted on my lips. There was no swatch photo and I couldn't find anything online, so I decided to just give it a try. Maybe it will work out. I was wrong! The actual color on lips looks nothing like the photo, like the lipstick itself and I'm now so disapointed. It looks more dark pink than red, so horrible on me. I want to attach photos but there is no option to do so.  I have been searching for a solid duplicate for maybelline's 14 hour matte wear ""continuous cranberry"" since 2014. They abruptly discontinued it and ive had the hardest time finding a solid blue-toned red. I've probably spent around $500 over the past decade only to be disappointed over and over again. 

…But not this time

This lip color looks fantastic on skin with yellow undertones. It doesnt look brown in florescent lighting. It feels like I'm wearing a satin finish lipstick. There is some slight feathering but that's easily fixed. I'm in love! A true true blue red that lasts all day long! I cried a little when i matched it up with my old swatched lip color. Absolute perfection! If its out of stock, its because I bought it all  This red is a vibrant color and  I love the pigment of this brand. I absolutely love the tube the lipstick is in , so pretty!!  this lipstick is buttery and beautiful on every complexion.  I Got color Drama Queen and let me tell you it's such a beautiful color. I got it for my mom and she loves that it's matte but creamy at the same time. the only bad thing is that it's not that Transfer proof so yes you have to reapply after eating something.  i love this! would buy again, not overly drying, and lasts a long time on lips"
180,180,smashbox,be seen + be legendary prime & plush lipstick,pimprod2038070,2606441,
181,181,j.cat beauty,scene stealer ultra creamy lipstick,pimprod2002011,2540802,"  I got this lipstick in Midnight Run (metallic black) and Midnight Swim (metallic blue). MR looks and smells good, but has a very bad taste. MS looks and smells good, tastes fine, but broke off of its component with minimal force. I think the colors and cost of this are great, and I'd definitely recommend this product. Not sure what the deal with the bad taste is though.  I bought this lipstick in the shades Midnight Run (black metallic) and Midnight Swim (blue metallic). MR is very pretty and has a slighty sweet scent, but tastes bitter and bad on the lips. MS has no bad taste, and looks beautiful. MS did break off the component with minimal force, though. For the price, though, performance is good and I can make do.  When I put this on there was an awful chemical taste from it. It is horrible and I will never wear it again!  The color is pretty, but that's where it stops. It has an strong smell and even stronger taste. It taste like a chalky vitamin or medicine. I puckered my lips and it got it my mouth I couldn't get to a wipe quick enough. Hard pass.  The colour is gorgeous, i really want to love this lipstick, but the things that hold it back are too important for me to recommend it. The lipstick itself is very soft, unfortunately this leads to the product bending in the tube and making a mess, the taste is also disgusting. When making a product that's applied to the mouth it's generally a good idea to not make it taste so unappealing.  Love the colors of all three, but when I put it on my lips sorta burned and the taste was so bad, my husband kissed me and told me to take that nasty tasting lipstick off., unfortunately I threw the package away before I tried them or I would be taking these back..  The shades are lovely, and I plan on buying more (though Smooth Criminal is a loud peachy-pink, I'm sure I can make it work). I have several shades, mostly the metallics, and they go on smoothly, saturate well, and don't sink into lip lines too much (a frequent problem with other metallics). Unfortunately, as some have said, at least two of the shades (Hidden Target and Midnight Run, in my case) have a terrible taste. Almost as if a bittering agent was added to the formula. None of the other shades I bought (Whisper, Smooth Criminal, Letter From You, Midnight Swim, Double Cross, Secret Mood) had that taste, and they tasted like almost nothing. What I did notice about the bad-tasting shades is that they dragged on more, didn't have as smooth of an application as the others. I also felt a slight tingling in my lips. I've found this is common in other lipsticks when they've gone bad. Could the bad-tasting lipsticks be from bad batches? Are only certain shades affected? I might just buy more to test my hypothesis. But if you get a nasty-tasting shade, I recommend exchanging it for a different one."
182,182,burt's bees,matte stick lipstick,pimprod2008694,2553504,"  I love this lipstick! Not only does it last a long time, the colors are beautiful. I started with 2 & now I own multiples of all the colors cause I literally store them everywhere! I have other colors expensive matte lipsticks & this beats them by far. They start out sheer & you can build the intensity to whatever you're feeling that day. Would highly recommend.  I am a person that always ends up with lipstick on my teeth, no matter what.  Glosses always end up transferring.  This is a true matte and does not transfer on your teeth!  It is dry, if that's going to be a problem for you, find something else.  Colors seem to be a little lighter than what they look in these online pictures.  I would like to see Ulta add photos of this lipstick on different models.  I was so excited when I saw that Burt's bees has lipstick and I love the shade liquid honey, it's a adorable brown nude more (more on the warm tone side red tintish but barely.) super easy to use and apply too! If it gets to cold and hardens up just rub the top of it on your skin to warm it up and it goes on. Perfect for all types of seasons  I have always been a big fan of Burts Bees so when I saw this I had to try it. It is very matte so I added a gloss over it and it looks great! The color is perfect and it wears well.  Perfect!  Only really settles into the grooves of my lips, giving an effect like chalk on pavement. Definitely a problem with pigment distribution as the balm itself does have a nice feel?  Very affordable dupe for the Violette Fr Bisou Balm. It feels very comfortable on my lips and I didn't experience any drying. The only thing I don't like is that it smells like a crayon. Liquid Ruby is a gorgeous color. It's very pigmented, so I just add a tiny bit and blend it out for a natural look. It's easy to build too! I would most likely buy this again over Bisou Balm because it's a fraction of the price."
183,183,dior,rouge dior lipstick refill,pimprod2042977,2619682,
184,184,wet n wild,soft blur matte lipstick,pimprod2043780,2620872,"  I really like this lip product! It goes on with a velvet glide and has a very soft summer scent. What i dont love is how the plastic tube feels bery cheap - but for under $5 what did I expect?! Overall all I'm happy with my purchase and will be buying more colors soon. :)  I really love these new lipsticks, I purchased I'm shy color and I wear almost everyday. I hope they will add more colors to the line or at least add a soft pink color.  The colors on here look totally different in person so I recommend looking up swatches online. The color is soft and doesn't emphasize texture. They look matte but are similar in feel to a balm. I think they are comparable to the nars matte tinted balms. The formula is lovely. I will say the packaging is cheap and i had to kind of press the liistick into the holder because it loosened during shipping. Ordering the rest of the shades now!  I got the colors im shy and homecoming queen. The pictures depict both as being warm toned and deeper brown/red colors. Both colors in person are completely not what expedted. Homecoming queen is loke a bright rasberry shade whereas im shy is a corally shade. I like the feel of the lipsticks though but dont expect the colors to be what you think they are as displayed online!  I have been waiting to get my hands on these since I first heard about them! After wearing them for a few weeks, I've come to love this product a lot. The red shade I purchased looks great on my lips, a soft and blurred look that is silky and confortable on the lips. It smells very pleasantly of vanilla and fades gracefully. The only caveat is that the packaging is bad. I only had it my bag for one day before the product broke off and was hitting the top of the plastic cap. I don't mind it THAT much but definitely need tk be careful not to pull the top off too hard or I'll end up losing the bullet of product."
185,185,essence,meta glow colour changing lipstick,pimprod2045827,2625448,
186,186,revolution beauty,irl whipped lip crÃ¨me,pimprod2036929,2605192,"  This is the best ""your lips but better"" color I've ever used. The matte quality makes it easy to slightly overline. I have no complaints and will repurchase! Fave!  This is the best ""your lips but better"" color I've ever used. The matte quality makes it easy to slightly overline. I have no complaints and will repurchase! Fave!  this is just a thick, globby mess  I don't hate the color but it's not what I thought it would be, it's very drying as well, not really a crème. More of a light pink, stay on all day, lip stick look.  Horrible dry and difficult to apply.  Dull  What a great affordable lip product. the name it self perfectly describes it. It just a smooth velvet texture it glides on the lip. No dragging. I wouldn't give it 5 stars but 4 stars for the texture and creme feel. Doesn't dry down perfectly so there is transfer doesn't hold up to a full meal but stays for drinking or snack. But hands down perfect matte creme lipstick. Pairs with awesome with its counterpart lip liner. Can't wait to try more colors  THE COLORS. You can't find the lightest shade anywhere else. It's the lightest lip shade I've ever tried that's ACTUALLY pink. This is a holy grail for our redhead/ albino/ other pale girls. It's an extremely unique formula, thick, smoothing, plays well with other products. I can't fathom how the reviews for this lip are so bad. It's probably a hit or miss for people. I'm gonna go buy a second one for good measure."
187,187,natasha denona,berry pop lipstick,pimprod2042906,2620852,"  This is a lovely color, and long lasting. I bought it on a whim, but am very impressed. I use the lip liner that matches also.  I purchased the lipliner and the lipstick together. They go together very well and very long lasting.  the formula and color of this lipstick is unmatched!!! lasts all day!"
188,188,natasha denona,i need a rouge lip styletto,pimprod2038006,2606657,"  If this was even one whit less gorgeous it wouldn't be worth it. It's not a slap on and go lipstick. It will get on everything. Cups, straws, and unless you're careful, your teeth. But it's showstoppingly beautiful. The richest, shiniest red you've ever seen. It's picky, it's pricey, but it's so gorgeous you love it anyway.  I wanted to love the Emilia shade. The swatches show that its such a darker red. But in person and on lips theres only a subtle difference. Was really hoping Emilia would be as dark as the swatches.  I am not a red Lippie girl. But this right here has converted me. She's is beautiful!!! I have Emilia and I have the liner duo. She does not fail me. I like to line my lips with a little brown as well to match my natural lip contour. She is pigmented too! I lov ittttt  I love it. I just fell in love with that. I love how it looks on. I love the shape of it. I love the smell of it. I love how it looks on my skin complexion. I just love it. Absolutely love it. I got it in the color Emilia just stunning.  This lipstick is exactly as advertised. I made the mistake of assuming it was transfer proof because the lip liner twin is transfer proof. Unfortunately, it is not transfer proof, so I am returning it. But this lipstick is exactly what it says it is and the color is amazing. ￼"
189,189,revlon,super lustrous lipstick the luscious mattes,pimprod2012214,2557931,"  I have this lipstick in the shade Shameless and it is one of my favorite formulas. It is a creamy lightweight matte with a lot of pigment. In terms of formula, it competes with more high end brands. It most closely resembles (IMO) the bareMinerals BarePro Longwear lipstick formula (in the thin tube). I loved that formula! In terms of the color, I'd describe  it as a terracotta nude rose - on my light olive skin it definitely is warm, so I don't like to wear it opaquely, but a light application is beautiful. It's very nuanced for a drugstore shade. I haven't explored any of the other colors, but would love to.  I'm taking time out my day to say buy it.  Buy it. It is so buttery soft smooth, feel great on the lips. It is Not* transfer proof. But I do not care, for this pigment and moisture it is worth a reapply or two during the night.  While it's plush and matte, the color is 1,000% other than what is pictured. On my monitor, Wild Thoughts is a cool light-ish mauve with a touch of shimmer, even when shown on non-models in blogs and photos on the internet. However, this color is actually a muted hibiscus pink bordering on red. There is zero shimmer as well. Be warned. The color shown is NOT what you will receive. What you get is a fairly intense medium pink and not what I wanted.  I bought this for the pillow talk dupe and let me tell you I love this beautiful color! Stays on beautifully even after drinking and eating. Just a little swipe of plain gloss brings the color back out. I absolutely love this lipstick. I bought the shade Pick me up.  omg the ""pick me up"", shade 003, is the exact same shade as Charlotte Tilbury's ""pillow talk""  I got the color ""Moonlight"" because I wanted a solid grey lipstick, but the formula is extremely patchy and barely stays on my lips. Do not buy this lipstick if you want a long wear lipstick that has a solid application. The BRAND-NEW lipstick  also was not connected to the inside of the container and slid right out of the container. 

* bad pigment 
* horrible application 
* fell apart 
* dosen't last  I needed a matte lipstick that blends with my natural lip color and fits well with my skin tone and this is the one ♡♡♡♡"
190,190,af94,matte brat - long lasting lip crayon,pimprod2043059,2619216,  I love the color and blotting this on my lips for a pretty and quick look! Only think is it can be a little dry…
191,191,undone beauty,lip to cheek cream palette,pimprod2023501,2580766,"  love this cream blush and it's not expensive!! I'm usually not a cream makeup girl but this is good  I purchased several of these in different colors when they were on sale. Super easy to apply and blend. I've even mixed some of the colors together and that looks phenomenal too. I'm assuming the coconut oil, which makes it extremely easy to apply, is also why alone it doesn't last all day. However, if I use a primer, a little powder before and after applying, and a setting spray, I can get around 8 hours out of it. I'll throw one in my purse if I know I'll be out longer than that for a touch-up, which I do with my fingers. It doesn't take a lot of product and it is easily buildable. I just know if I'm going for a more no makeup day, I will be reapplying every couple of hours.  The creme blush is moist hence, you only need a small amount on cheeks and blend well.  Nice product.  I've not used on my lips.  best for the no makeup days and looks natural can be blended with fingers. easy to reapply :)  Got this in Bubble and Rosy and I really like it.  Seems to be better than the Morphe lip/cheek balms I picked up at the same time. This has much more intensity, even the sheer shades.  I just started using this brand and want to try more products. I also have the brow pen, and really like that, too.  I have tried quite a few blushes but this the most amazing one I've ever tried! I use shade bubble with all my makeup looks, I love that it always pairs flawlessly with any other products I've used. I have used this with foundation/full beat, alone with a complimentary lipgloss and it looks beautiful. I've had fails in the past with other brands cream blushes being patchy, but I've found this formula to be incredible- it's so smooth you can even layer it over powder! This is a forever repurchase for me, I'm definitely buying more shades and backups.  I'm pretty new to makeup, and I really wanted to try a cream blush. After searching for a while, I found this one! It's super pretty and I personally really like that there are three different coverage levels. As a lip product, it's okay, but I prefer more nourishing formulas for my lips. I got the shade Rosewood. I'm planning on maybe getting the shade Poppy next time!"
192,192,ere perez,coco crayon,pimprod2035873,2599776,"  Super smooth and easy to apply plus long lasting!  Lovely creamy texture, applies smoothly! Plus you are able to play with sheer to full coverage for lips and cheeks!  I'm a fan!!! These work as a liner or lipstick. The color payoff is fantastic. Can apply for full color or blot for a stain. Long lasting color without drying. I wish they had more colors.  I am in love with this product! I have a couple of shades and want them all now!  Super creamy, smooth to to apply and long lasting power. Love you can use it on cheeks and eyes too!  I love all the colors of this pencil, the ease of use, and smooth glide to use as an all purpose liner & color. However, the first pencil I've had to sharpen split in half over an inch deep when I first sharpened it. At least you get a lot of pencil with it, but the wood in the the pencil should not split like this. It's especially disappointing since the color stick on the interior is fairly soft and easily mangled by a sharpener. The sharpener I was using was brand new, too, so not like an issue of a dull sharpener.  Keep your epi pen ready for the red lake dyes they snuck in there! Ulta is horrendous when it comes to accurately listing ingredients.  Contains red lake dye!!! Sneaky trying to pass it off as natural."
193,193,florence by mills,be a vip velvet liquid lipstick,pimprod2030485,2590911,"  Love this product- super under rated!!!  This has beautiful colors, amazinf staying power, and most of all it isnt drying!! Feels smooth on my lips. I've had this for a year or so and feel the same way. But it you won't be dissapointed!  This feels so soft on my lips! I went outside for a walk in the snow and my lips don't feel dry and the color is still intact.  I am not one that owns or wears lipstick but I decided to give this product a try I bought beautiful, periodt and it's a pretty shade and I love the smell. I even showered afterwards with it still on and it didn't budge I defiantly need more shades.  I love the color, but I didn't get to ware it long at all it came off on everything.  I love this product so smooth and the tip helps you get a full lip look it's beautiful totally worth it!!!!  Texture and coverage 👌🏻  This is good liquid lipstick. It last along time and has good color. It is very drying, I need to exfoliate before and keep hydrating after."
194,194,af94,playdate multi-use cheek + lip color,pimprod2043064,2619236,"  I alwayssss use this! Great for layering and honestly don't even need that much and its lasts me all day!  I wanted to try this out so pirchased jtand was happy i did.  It blends beautifully and then can be used on my lips!!!  I bought the berry shade. It's very true to color. It goes on sheer but it's easy to add more to get the desired look. I think it's a great product for the price.  So first of all, this product is not at all bad in any way, just not my preference. I bought it thinking it was gonna be a nice glow bc i saw it had some shine to it and also needed a new cream blush. It blends well, but is kind of sheer so I didnt really like it because i prefer more pigment in my blushes. The shine also is just kind of offputting in my opinion because its more sparkles in it. Its cute however as an eyeshadow!  Its amazing and its the perfect color, its not too sheer and its bot to solid, it blends perfectly. My favorite shade is Soft Smile and Ive bought it twice already. Definitely one of my faves!  Very beautiful on the skin and lips , easy to blend and gorgeous color pay off will be purchasing more colors Only have used the berry wine colored one so far was very impressed."
195,195,juvia's place,the wines velvety matte lipstick,pimprod2024100,2581019,"  Love the color! I have a wedding to go to coming up and I don't have to reapply!! Long lasting and doesn't dry my lips out!!  I picked up the ""Perfect Red"" because it looked perfect in photo. Exact color I wanted on my lips. There was no swatch photo and I couldn't find anything online, so I decided to just give it a try. Maybe it will work out. I was wrong! The actual color on lips looks nothing like the photo, like the lipstick itself and I'm now so disapointed. It looks more dark pink than red, so horrible on me. I want to attach photos but there is no option to do so.  I have been searching for a solid duplicate for maybelline's 14 hour matte wear ""continuous cranberry"" since 2014. They abruptly discontinued it and ive had the hardest time finding a solid blue-toned red. I've probably spent around $500 over the past decade only to be disappointed over and over again. 

…But not this time

This lip color looks fantastic on skin with yellow undertones. It doesnt look brown in florescent lighting. It feels like I'm wearing a satin finish lipstick. There is some slight feathering but that's easily fixed. I'm in love! A true true blue red that lasts all day long! I cried a little when i matched it up with my old swatched lip color. Absolute perfection! If its out of stock, its because I bought it all  This red is a vibrant color and  I love the pigment of this brand. I absolutely love the tube the lipstick is in , so pretty!!  this lipstick is buttery and beautiful on every complexion.  I Got color Drama Queen and let me tell you it's such a beautiful color. I got it for my mom and she loves that it's matte but creamy at the same time. the only bad thing is that it's not that Transfer proof so yes you have to reapply after eating something.  i love this! would buy again, not overly drying, and lasts a long time on lips"
196,196,pat mcgrath labs,mini mattetrance lipstick duo: iconic hues,pimprod2046077,2628551,
197,197,winky lux,purrfect pout lipstick,pimprod2004299,2545295,"  I love this lipstick.  It's so smooth and moisturizing, like nothing I've used before.  The color payoff is also very good and I just like the silky feeling on my lips.  Got Purrincess and Pawsh and they're both quite noticeable especially with lip liner.  This is a lip product I've purchased for my mother, simply because berry tones are her favorite and she's obsessed with cats. It looks very similar to Black Honey in my opinion, but I wouldn't consider it a ""cheaper alternative"" since the pricing isn't THAT contrasting. Overall, it seems to be a very cute little product with a decent application!  I love this lipstick! I bought it in a whim and I'm delighted with it. Pawsh is the perfect pink color. It would look good on anyone.  Super cute, it's a pretty pink sheer lipstick. It really brings out the pink in your lips! It's super good as well! 10/10 recommend!! ☺️  I bought the color ""Frisky"" (purple) and I thought it might be a intense purple but it wasn't. It's more a a berry moisturizing purple that works great for day/night. You can also make it more often intense or light. I will be purchasing more.  I purchased the color ""Pawsh"". It's a very pretty tinted lip balm, not so much lipstick. You can hardly tell it's on your lips and the color is very flattering.

I noticed after a few uses it started to melt a bit, causing the lipstick to move and hit the edges of the tube. It's not the cheapest product so it's a bit disappointing.  Expensive for what it does. It is basically a tinted lip balm."
198,198,winky lux,skinny plump demi matte lipstick,pimprod2040620,2611563,"  The texture was chaulky and would not blend smoothly on to my lips. Too expensive for such a small thing too. Im going to return it.  I love this, Perfect for everyday lipstick and the packaging is cute."
199,199,juvia's place,the berries velvety matte lipstick,pimprod2024101,2580954,"  Love the color! I have a wedding to go to coming up and I don't have to reapply!! Long lasting and doesn't dry my lips out!!  I picked up the ""Perfect Red"" because it looked perfect in photo. Exact color I wanted on my lips. There was no swatch photo and I couldn't find anything online, so I decided to just give it a try. Maybe it will work out. I was wrong! The actual color on lips looks nothing like the photo, like the lipstick itself and I'm now so disapointed. It looks more dark pink than red, so horrible on me. I want to attach photos but there is no option to do so.  I have been searching for a solid duplicate for maybelline's 14 hour matte wear ""continuous cranberry"" since 2014. They abruptly discontinued it and ive had the hardest time finding a solid blue-toned red. I've probably spent around $500 over the past decade only to be disappointed over and over again. 

…But not this time

This lip color looks fantastic on skin with yellow undertones. It doesnt look brown in florescent lighting. It feels like I'm wearing a satin finish lipstick. There is some slight feathering but that's easily fixed. I'm in love! A true true blue red that lasts all day long! I cried a little when i matched it up with my old swatched lip color. Absolute perfection! If its out of stock, its because I bought it all  This red is a vibrant color and  I love the pigment of this brand. I absolutely love the tube the lipstick is in , so pretty!!  this lipstick is buttery and beautiful on every complexion.  I Got color Drama Queen and let me tell you it's such a beautiful color. I got it for my mom and she loves that it's matte but creamy at the same time. the only bad thing is that it's not that Transfer proof so yes you have to reapply after eating something.  i love this! would buy again, not overly drying, and lasts a long time on lips"
200,200,nabla,matte pleasure lipstick,pimprod2038973,2610263,"  I have been looking to replace another pinky nude in a discontinued brand. The color in the photo and description is completely wrong for Eclipse Nude. This color is 100% a mauve and the color in the tube was so far off that when I opened it, I immediately thought I was sent the wrong color. Huge disappointment, I have so many mauve lipsticks now from trying to replace a pink nude, its ridiculous. I gave it an extra star just because the formula feels really nice, but I can't speak to how long it lasts because I doubt I will wear this color, it washes me out. I'm very fair skinned. If you are interested in purchasing this brand, I'd recommend going inside the store to test if possible."
201,201,hourglass,unlocked satin crÃ¨me lipstick in red 0,pimprod2037359,2608033,"  This color of this red is similar to a brick red. It's warm-toned with just a hint of brown mixed into it. I think this tone of red would suit most skin tones and the brown undertone makes it more wearable than a lot of brighter reds on the market. I found the formula to be very creamy and wearable. My lips were very comfortable! The shine on this formula is beautiful, but it doesn't wear well when I eat and drink. The packing is beautiful and luxurious. I love the magnetic closure! This would make a great little gift for any woman. This product was received as a gift; all opinions are my own.  I loved this color! The pigment was amazing and left a gorgeous shine to my lips. I wore this to work and got so many compliments on it, not only was it an easy to apply lipstick but it also lasted a while as well!  Such a beautiful red lipstick! It's made even better with 100% vegan ingredients. The color is vivid and buildable. It works for any occasions. The texture is creamy and easy to apply. It's also very hydrating. I like to apply a thin layer of it with my daily look. [Gifted by Hourglass Cosmetics]  This was my first time trying out Hourglass Cosmetics and I am totally blown away by this lip product. It is absolutely beautiful - from the packaging, to the ingredients, to the application and wear time. It is long lasting and looks gorgeous. This was complimentary from Hourglass Cosmetics, but my review is 100% my own.  This was gifted by hourglass cosmetics. It makes the perfect the red lip! Love that this uses great ingredients and it is so moisturizing. This just glides on the lips and is so long lasting. It is unlike any other lipstick I've used previously, absolutely love it!  I really like this beautiful red lipstick. It applies really good and smooth. I love the color and texture. The packaging is very luxurious and nice. I'm a big fan of the product and brand. The lipstick is great. Gifted by Hourglass Cosmetics.  I love every bit of this beautiful lipstick. From formula, to feel to packing it is made to perfection. Very pigmented and true to color. It the right blend of Creamy & Satin. The color stays put more than my other satin cream formula lipsticks. I highly recommend it. This product was gifted to me by Hourglass in exchange for my honest opinion"
202,202,mac,powder kiss velvet blur slim,pimprod2041718,2615720,
203,203,blk/opl,cream lipstick,pimprod2022183,2578487,"  I am enjoying this lipstick as my go-to pop of color!!! Big fun!  layers well, creamy and smooth, not drying at all. good pigment concentration. it gave me the Dorcas goth look from CAS. would look beautiful on any complexion, I think."
204,204,clarins,velvet lip perfector matte liquid lipstick,pimprod2016602,2569707,"  I really like this product. I love how it looks the color and the feel.  I have this in 2 shades and both are gorgeous on the lips. So velvety soft and lasts pretty well. I do have to reapply but not too much. Sometimes it seems a little drying after a while but it could just be my dry lips.  This does feel like velvet. Not greasy, not oily, smooth and silky. Easy to apply. Color is so flattering. This is a beautiful red that doesn't scream hey I'm wearing red lipstick. It doesn't move. I've worn it without lip liner without worry.  If you give it a minute or two to dry it won't transfer to your mask.  So creamy!!!!!!!  Bought the red velvet. I love how it feels and it wears away evenly. I have tried several matte lipsticks and it it seems once it start to wear away you can't reapply. This stayed on well and faded evenly to stain.  ok maybe I don't own this but I want thank Clarins for including showing their lip colors on actual lips! just a little shout out.  I loveeeee this product. It's feels so lightweight and resembles mousse. A little goes a long way and it lasts for hours."
205,205,uoma beauty,black magic hypnotic impact high shine lipstick,pimprod2027733,2545799,"  I got the savage color which is supposed to be a pinkish red; instead it is decidely coral. The finish is not glittery at all. I'm disappointed because it looks nothing like that swatch. The lipstick itself also broke and got ""melty"" fast, despite being stored at room temp.  

That said, the coral color is pretty and it's a beautiful glossy sheen that isn't sticky. The packaging is also nice.  This is the smoothest lip stick I have ever used!! And I wish it sparkled more I was looking for something more sparkly. But it definitely shines. Feel like lip bomb none drying like the rest of my lipsticks . I love it!!  Literally so beautiful and natural looking. Very moisturizing too.  I LOVE these. Most pigmented lip products have the tendency of cling to skin on my bottom lip. No matter how moisturized or exfoliated I will get uneven pigment saturation if I try using other products solo. With these I can just swipe and go, which makes it worth every penny for me. I will be buying every color.  Sheer and shimmery.  Classic staple that layers well and stands strong alone.  Statement color that is subtle.  I'm a super fan new to the brand.  The best in the price point and even higher priced lipsticks.  I ordered the metallic lipstick in the shade Allure but recieved the high shine lipstick in the same shade instead. It's a pretty color that I'll be keeping, but I'll be reordering it since I guess it was a shipping mistake?  The shine of this color lasts all day for me"
206,206,ulta beauty collection,lip lacquer high shine liquid lipstick,pimprod2045979,2618040,"  Same color as my natural lip  I've been searching for a gloss that has some staying power. I absolutely love Bobbi Brown, and although it's better than many other glosses, it doesn't have a lot of staying power. I purchased this product in the Va-Va Voom Ouh La-La! and it didn't disappoint!! I suggest blotting with a paper towel between your lips. This will keep it off your teeth. I went to a black tie event last night, ate several apps and drank several drinks. Yes it did transfer to the glasses BUT when I left at the end of the night, about 5 hours later, I still had color that looked fresh-not as glossy and vibrant but still good. My husband was pretty impressed.  Granted it's red so the pigment is much stronger but still, WOW. Another observation, it will run to the corners of your mouth if it's applied too thick so be careful in that area. Also, I have dry lips so I hate those lip colors that are stay all day because they're too drying for me. This is not that type of product. It is glossy, hence the name lacquer, so expect shine. I liked it so much, I'm going to try another color soon.  I love the shine and feel. I just wish it stayed on longer. It does stay on more than other brands I've tried … just not all day.  Im so devastated! They changed the formula and these used to be my go to FOR YEAR! These do not stick at all and it's impossible to even get product out of the bottle. Please bring the old ones back!  I was using their previous liquid lipstick that got discontinued and I was DEVASTED! But I picked this one up the other day and I love it just as much! It's a liquid lipstick, that's not dry and shiny with the perfect amount of color! You don't need a lip liner with this! Gonna pick up more colors. Can't go wrong with ultras lip laquers! So in love  I chose red, it covers well, shines, color says Christmas party on my lips❗️  Did not glide on."
207,207,j.cat beauty,freedom creator lip palette,xlsimpprod17721239,2526425,
